date,flag
1/1/17 0:00,1
2/1/17 0:00,1
22/1/17 0:00,0
27/1/17 0:00,1
28/1/17 0:00,1
29/1/17 0:00,1
30/1/17 0:00,1
31/1/17 0:00,1
1/2/17 0:00,1
2/2/17 0:00,1
4/2/17 0:00,0
1/4/17 0:00,0
2/4/17 0:00,1
3/4/17 0:00,1
4/4/17 0:00,1
29/4/17 0:00,1
30/4/17 0:00,1
1/5/17 0:00,1
27/5/17 0:00,0
28/5/17 0:00,1
29/5/17 0:00,1
30/5/17 0:00,1
30/9/17 0:00,0
1/10/17 0:00,1
2/10/17 0:00,1
3/10/17 0:00,1
4/10/17 0:00,1
5/10/17 0:00,1
6/10/17 0:00,1
7/10/17 0:00,1
8/10/17 0:00,1
